stime,etime,mlat,mlon,mlt
2015-10-19 21:00:03,2015-10-19 21:59:45,80.8166,-9.16411,16.1925
2015-10-19 21:00:03,2015-10-19 21:59:45,80.9033,-11.1533,16.0599
2015-10-19 23:00:03,2015-10-19 23:59:45,81.1638,-22.2835,17.2911
2015-10-19 20:00:03,2015-10-19 20:59:45,80.9296,-39.7395,13.1751
2015-10-19 20:00:03,2015-10-19 20:59:45,80.9339,-2.77735,15.6392
2015-10-19 21:00:03,2015-10-19 21:59:45,80.9339,-2.77735,16.6183
2015-10-19 21:00:03,2015-10-19 21:59:45,81.3064,-7.72225,16.2887
2015-10-19 21:00:03,2015-10-19 21:59:45,81.434,-9.71126,16.1561
2015-10-19 21:00:03,2015-10-19 21:59:45,81.5459,-11.6496,16.0268
2015-10-19 22:00:03,2015-10-19 22:59:45,81.725,-14.8137,16.8004
2015-10-20 00:02:00,2015-10-20 01:01:42,81.1494,-31.2163,17.734
2015-10-21 23:00:02,2015-10-21 23:59:44,76.8958,-43.6143,15.865
2015-10-21 23:00:02,2015-10-21 23:59:44,77.0213,-39.1716,16.1612
2015-10-21 23:00:02,2015-10-21 23:59:44,80.3548,-37.6437,16.2631
2015-10-21 23:00:02,2015-10-21 23:59:44,76.899,-30.3091,16.752
