stime,etime,mlat,mlon,mlt
2013-01-03 16:00:01,2013-01-03 16:59:43,58.5741,-116.367,3.94101
2013-01-17 21:30:27,2013-01-17 22:30:09,65.3057,21.7425,18.186
2013-01-17 21:30:27,2013-01-17 22:30:09,65.1618,23.5914,18.3093
2013-01-18 12:00:03,2013-01-18 12:59:45,48.4476,-143.925,22.1708
2013-01-18 12:00:03,2013-01-18 12:59:45,48.8634,-143.9,22.1725
2013-01-18 14:00:03,2013-01-18 14:59:45,70.7777,-146.839,0.00817731
2013-01-18 12:00:03,2013-01-18 12:59:45,48.3684,-143.077,22.2274
2013-01-18 12:00:03,2013-01-18 12:59:45,48.7797,-143.014,22.2316
2013-01-18 14:00:03,2013-01-18 14:59:45,69.6901,-141.737,0.348321
2013-01-18 14:00:03,2013-01-18 14:59:45,70.1067,-141.758,0.346894
2013-01-18 04:02:00,2013-01-18 05:01:42,61.1405,-33.2023,21.3302
2013-01-18 05:02:00,2013-01-18 06:01:42,61.5193,-33.3255,22.3946
2013-01-18 05:02:00,2013-01-18 06:01:42,61.8972,-33.4501,22.3863
2013-01-18 05:02:00,2013-01-18 06:01:42,62.2743,-33.5764,22.3779
2013-01-18 04:02:00,2013-01-18 05:01:42,61.2653,-31.5701,21.4391
2013-01-18 05:02:00,2013-01-18 06:01:42,62.0323,-31.6807,22.5043
2013-01-18 05:02:00,2013-01-18 06:01:42,62.4146,-31.7358,22.5006
2013-01-18 04:02:00,2013-01-18 05:01:42,61.3395,-28.2675,21.6592
2013-01-18 04:02:00,2013-01-18 05:01:42,61.7262,-28.1847,21.6647
2013-01-18 04:02:00,2013-01-18 05:01:42,62.1119,-28.0981,21.6705
2013-01-18 04:02:00,2013-01-18 05:01:42,60.9443,-27.937,21.6813
2013-01-18 04:02:00,2013-01-18 05:01:42,60.8806,-26.3641,21.7861
2013-01-18 04:02:00,2013-01-18 05:01:42,62.0171,-25.6311,21.835
2013-01-18 05:02:00,2013-01-18 06:01:42,60.9508,-22.9481,23.0865
2013-01-18 04:02:00,2013-01-18 05:01:42,61.3114,-22.5767,22.0386
2013-01-18 05:02:00,2013-01-18 06:01:42,61.3114,-22.5767,23.1112
2013-01-18 04:02:00,2013-01-18 05:01:42,61.6702,-22.1991,22.0638
2013-01-18 05:02:00,2013-01-18 06:01:42,61.6701,-22.1991,23.1364
2013-01-18 04:02:00,2013-01-18 05:01:42,62.0272,-21.8151,22.0894
2013-01-18 03:02:00,2013-01-18 04:01:42,66.1801,-16.595,21.3693
2013-01-18 03:02:00,2013-01-18 04:01:42,66.515,-16.0987,21.4024
2013-01-25 11:00:03,2013-01-25 11:59:45,67.6984,-7.87491,6.11322
2013-01-25 11:00:03,2013-01-25 11:59:45,68.0893,-7.94647,6.10845
2013-01-25 09:00:03,2013-01-25 09:59:45,65.6434,-40.3895,1.91219
2013-01-25 11:00:03,2013-01-25 11:59:45,66.0226,-40.2207,3.95684
2013-01-27 11:02:00,2013-01-27 12:01:42,55.084,-120.033,22.655
2013-01-27 07:02:00,2013-01-27 08:01:42,54.0616,-107.344,19.5138
2013-01-27 07:02:00,2013-01-27 08:01:42,54.4461,-106.968,19.5389
2013-01-27 07:02:00,2013-01-27 08:01:42,55.2006,-106.212,19.5893
2013-01-27 07:02:00,2013-01-27 08:01:42,55.572,-105.831,19.6147
2013-01-27 07:02:00,2013-01-27 08:01:42,55.9403,-105.446,19.6403
2013-01-27 07:02:00,2013-01-27 08:01:42,53.8354,-106.852,19.5466
2013-01-27 07:02:00,2013-01-27 08:01:42,54.205,-106.447,19.5737
2013-01-27 07:02:00,2013-01-27 08:01:42,54.5694,-106.041,19.6007
2013-01-27 07:02:00,2013-01-27 08:01:42,54.9293,-105.633,19.6279
2013-01-27 07:02:00,2013-01-27 08:01:42,55.2853,-105.222,19.6553
2013-01-27 07:02:00,2013-01-27 08:01:42,54.2894,-105.522,19.6353
2013-01-27 07:02:00,2013-01-27 08:01:42,54.6331,-105.087,19.6643
2013-01-27 08:02:00,2013-01-27 09:01:42,54.6331,-105.087,20.6535
2013-01-27 07:02:00,2013-01-27 08:01:42,54.9727,-104.649,19.6935
2013-01-27 07:02:00,2013-01-27 08:01:42,55.3087,-104.208,19.7229
2013-01-27 07:02:00,2013-01-27 08:01:42,55.6415,-103.762,19.7526
2013-01-27 07:02:00,2013-01-27 08:01:42,55.9712,-103.312,19.7826
2013-01-27 07:02:00,2013-01-27 08:01:42,56.2983,-102.857,19.813
2013-02-02 17:00:02,2013-02-02 17:59:44,80.5466,-4.98589,12.0992
2013-02-02 17:00:02,2013-02-02 17:59:44,80.7811,-10.0731,11.7601
2013-02-02 17:00:02,2013-02-02 17:59:44,80.8458,-12.0902,11.6256
2013-02-02 17:00:02,2013-02-02 17:59:44,80.8953,-14.0306,11.4962
2013-02-02 16:00:02,2013-02-02 16:59:44,80.915,-17.2225,10.3742
2013-02-02 17:00:02,2013-02-02 17:59:44,80.9708,-26.1464,10.6885
2013-02-02 16:00:02,2013-02-02 16:59:44,80.8878,-31.9191,9.39444
2013-02-02 16:00:02,2013-02-02 16:59:44,80.8127,-34.7224,9.20755
2013-02-02 15:00:02,2013-02-02 15:59:44,80.6,-40.1194,7.93486
2013-02-02 15:00:02,2013-02-02 15:59:44,80.4642,-42.6991,7.76289
2013-02-02 17:00:02,2013-02-02 17:59:44,80.4642,-42.699,9.58501
2013-02-02 16:00:02,2013-02-02 16:59:44,80.3102,-45.1925,8.50955
2013-02-02 15:00:02,2013-02-02 15:59:44,80.139,-47.5961,7.43642
2013-02-02 16:00:02,2013-02-02 16:59:44,80.139,-47.5961,8.3493
2013-02-02 17:00:02,2013-02-02 17:59:44,81.1909,-13.5706,11.5269
2013-02-02 16:00:02,2013-02-02 16:59:44,81.2624,-16.8255,10.4007
2013-02-02 16:00:02,2013-02-02 16:59:44,81.095,-40.8002,8.80237
2013-02-02 16:00:02,2013-02-02 16:59:44,80.9726,-43.5377,8.61986
2013-02-02 15:00:02,2013-02-02 15:59:44,80.2984,-53.5573,7.03901
2013-02-02 17:00:02,2013-02-02 17:59:44,81.9432,-15.9756,11.3666
2013-02-02 17:00:02,2013-02-02 17:59:44,81.9391,-15.379,11.4063
2013-02-02 17:00:02,2013-02-02 17:59:44,82.0525,-18.645,11.1886
2013-02-02 15:00:02,2013-02-02 15:59:44,82.2309,-28.6119,8.70203
2013-02-02 15:00:02,2013-02-02 15:59:44,82.2374,-31.9373,8.48034
2013-02-02 16:00:02,2013-02-02 16:59:44,82.2374,-31.9373,9.39322
2013-02-02 12:00:03,2013-02-02 12:59:45,62.2312,-107.892,0.447576
2013-02-08 15:00:03,2013-02-08 15:59:45,45.9186,-144.129,0.960156
2013-02-08 04:02:00,2013-02-08 05:01:42,59.4046,-21.3826,22.0462
2013-02-08 04:02:00,2013-02-08 05:01:42,57.7758,-22.1247,21.9967
2013-02-08 06:02:00,2013-02-08 07:01:42,60.0837,-18.5941,0.327182
2013-02-08 06:02:00,2013-02-08 07:01:42,60.7165,-17.5185,0.398888
2013-02-08 03:02:00,2013-02-08 04:01:42,61.0287,-16.9682,21.3
2013-02-08 06:02:00,2013-02-08 07:01:42,61.0287,-16.9681,0.435581
2013-02-08 03:02:00,2013-02-08 04:01:42,61.338,-16.4091,21.3373
2013-02-08 04:02:00,2013-02-08 05:01:42,56.6088,-16.3983,22.3785
2013-02-08 03:02:00,2013-02-08 04:01:42,56.8519,-15.7252,21.3829
2013-02-14 12:00:01,2013-02-14 12:59:43,59.1675,-115.614,23.8627
2013-02-17 15:00:03,2013-02-17 15:59:45,59.7873,-141.85,1.05632
2013-02-17 07:00:12,2013-02-17 07:59:54,64.0847,-61.6258,22.4266
2013-02-17 06:00:12,2013-02-17 06:59:54,64.1291,-49.0976,22.2388
2013-02-18 10:00:03,2013-02-18 10:59:45,65.7855,-61.9332,1.35096
2013-02-18 09:00:03,2013-02-18 09:59:45,65.8227,-60.2768,0.46486
2013-02-22 06:00:01,2013-02-22 06:59:43,61.6951,-35.1671,23.1596
2013-02-22 07:00:01,2013-02-22 07:59:43,61.6951,-35.1671,0.177811
2013-02-22 06:00:12,2013-02-22 06:59:54,59.8066,-59.7342,21.525
2013-02-22 06:00:12,2013-02-22 06:59:54,60.2009,-59.8969,21.5141
2013-02-22 06:00:12,2013-02-22 06:59:54,60.5938,-60.0608,21.5032
2013-02-22 06:00:12,2013-02-22 06:59:54,60.9855,-60.226,21.4922
2013-02-22 06:00:12,2013-02-22 06:59:54,61.376,-60.3928,21.4811
2013-02-22 06:00:12,2013-02-22 06:59:54,61.7655,-60.5614,21.4698
2013-02-22 06:00:12,2013-02-22 06:59:54,62.154,-60.732,21.4585
2013-02-22 06:00:12,2013-02-22 06:59:54,62.5416,-60.9048,21.4469
2013-02-22 06:00:12,2013-02-22 06:59:54,62.9284,-61.0801,21.4352
2013-02-22 06:00:12,2013-02-22 06:59:54,61.4165,-56.1199,21.7659
2013-02-22 06:00:12,2013-02-22 06:59:54,62.6432,-56.0523,21.7704
2013-02-22 07:00:14,2013-02-22 07:59:56,62.6511,-52.0593,23.0553
2013-02-22 06:00:14,2013-02-22 06:59:56,63.0545,-51.7817,22.0557
2013-02-22 06:00:14,2013-02-22 06:59:56,61.7545,-51.1775,22.096
2013-02-22 07:00:14,2013-02-22 07:59:56,61.7545,-51.1775,23.1141
2013-02-22 06:00:14,2013-02-22 06:59:56,62.154,-50.8489,22.1179
2013-02-22 06:00:14,2013-02-22 06:59:56,62.5519,-50.5133,22.1403
2013-02-22 06:00:14,2013-02-22 06:59:56,60.0723,-48.6063,22.2674
2013-02-22 06:00:14,2013-02-22 06:59:56,60.4478,-48.1392,22.2985
2013-02-22 06:00:14,2013-02-22 06:59:56,60.8208,-47.663,22.3303
2013-02-22 06:00:14,2013-02-22 06:59:56,61.1912,-47.1774,22.3627
2013-02-22 06:00:14,2013-02-22 06:59:56,61.5591,-46.6819,22.3957
2013-02-22 06:00:14,2013-02-22 06:59:56,61.9246,-46.176,22.4294
2013-02-22 06:00:14,2013-02-22 06:59:56,62.2876,-45.6592,22.4639
2013-03-01 11:00:27,2013-03-01 12:00:09,59.8508,-24.0089,4.91285
2013-03-02 14:00:03,2013-03-02 14:59:45,51.6497,-140.185,0.132225
2013-03-02 15:00:03,2013-03-02 15:59:45,52.0421,-140.05,1.10898
2013-03-03 06:00:04,2013-03-03 06:59:46,58.8883,-35.1434,23.1667
2013-03-06 06:00:01,2013-03-06 06:59:43,63.0795,-9.74342,0.863989
2013-03-09 11:00:03,2013-03-09 11:59:45,67.9527,-24.2928,4.89717
2013-03-09 11:00:03,2013-03-09 11:59:45,68.4804,-25.9407,4.78731
2013-03-09 11:00:03,2013-03-09 11:59:45,69.2313,-28.5434,4.6138
2013-03-09 07:00:03,2013-03-09 07:59:45,69.792,-43.3144,23.6373
2013-03-09 06:00:03,2013-03-09 06:59:45,71.0983,-37.413,23.0261
2013-03-11 04:02:00,2013-03-11 05:01:42,66.2818,-12.4327,22.7132
2013-03-11 03:00:13,2013-03-11 03:59:55,69.0324,-64.3888,18.2155
2013-03-11 03:00:13,2013-03-11 03:59:55,69.4883,-55.0692,18.8368
2013-03-12 11:00:03,2013-03-12 11:59:45,71.3612,-43.4259,3.62822
2013-03-12 11:00:03,2013-03-12 11:59:45,71.7486,-43.4625,3.62578
2013-03-12 11:00:03,2013-03-12 11:59:45,72.9015,-43.5932,3.61707
2013-03-12 11:00:03,2013-03-12 11:59:45,70.2794,-41.5531,3.75307
2013-03-12 11:00:03,2013-03-12 11:59:45,71.4603,-41.3256,3.76824
2013-03-12 11:00:03,2013-03-12 11:59:45,72.2384,-41.169,3.77868
2013-03-12 11:00:03,2013-03-12 11:59:45,70.3158,-37.9795,3.99132
2013-03-16 06:00:03,2013-03-16 06:59:45,81.3624,-29.0837,23.6003
2013-03-16 06:00:03,2013-03-16 06:59:45,80.8247,-46.1332,22.4636
2013-03-16 06:00:03,2013-03-16 06:59:45,82.1898,-25.2345,23.8569
2013-03-16 08:00:03,2013-03-16 08:59:45,61.7051,-27.5556,1.68741
2013-03-16 07:00:03,2013-03-16 07:59:45,63.125,-12.8408,1.68272
2013-03-16 08:00:13,2013-03-16 08:59:55,59.0117,-59.3991,23.5672
2013-03-16 08:00:13,2013-03-16 08:59:55,61.3746,-60.3801,23.5018
2013-03-16 07:00:13,2013-03-16 07:59:55,61.7641,-60.5486,22.505
2013-03-16 07:00:13,2013-03-16 07:59:55,62.5402,-60.8917,22.4821
2013-03-16 10:00:13,2013-03-16 10:59:55,62.5402,-60.8916,1.46531
2013-03-16 07:00:13,2013-03-16 07:59:55,63.313,-61.2446,22.4585
2013-03-16 08:00:13,2013-03-16 08:59:55,60.5917,-56.1368,23.7847
2013-03-16 08:00:13,2013-03-16 08:59:55,61.4149,-56.1073,23.7867
2013-03-16 08:00:13,2013-03-16 08:59:55,61.8247,-56.0878,23.788
2013-03-16 08:00:13,2013-03-16 08:59:55,62.2336,-56.0651,23.7895
2013-03-16 07:00:13,2013-03-16 07:59:55,63.455,-55.9781,22.8096
2013-03-16 06:00:13,2013-03-16 06:59:55,64.6702,-55.8623,21.8178
2013-03-16 06:00:13,2013-03-16 06:59:55,60.6289,-54.8667,21.8842
2013-03-16 08:00:13,2013-03-16 08:59:55,63.0979,-54.3501,23.9038
2013-03-16 06:00:13,2013-03-16 06:59:55,65.1296,-53.7755,21.9569
2013-03-16 08:00:12,2013-03-16 08:59:54,61.0217,-53.1057,23.9865
2013-03-16 08:00:12,2013-03-16 08:59:54,61.8384,-52.5857,0.0211977
2013-03-16 07:00:12,2013-03-16 07:59:54,63.8554,-51.1953,23.1282
2013-03-16 07:00:12,2013-03-16 07:59:54,64.255,-50.8988,23.148
2013-03-16 07:00:12,2013-03-16 07:59:54,63.7344,-49.4485,23.2447
2013-03-16 09:00:12,2013-03-16 09:59:54,59.3112,-49.504,1.21584
2013-03-16 09:00:12,2013-03-16 09:59:54,60.4457,-48.1271,1.30763
2013-03-16 07:00:12,2013-03-16 07:59:54,62.6457,-45.1186,23.5333
2013-03-16 07:00:12,2013-03-16 07:59:54,64.41,-42.2921,23.7218
2013-03-17 01:00:03,2013-03-17 01:59:45,65.5671,-11.7123,19.7185
2013-03-17 01:00:03,2013-03-17 01:59:45,66.2805,-12.4302,19.6707
2013-03-17 01:00:03,2013-03-17 01:59:45,66.6635,-12.8064,19.6456
2013-03-17 01:00:03,2013-03-17 01:59:45,67.0417,-13.191,19.6199
2013-03-17 18:02:21,2013-03-17 19:02:03,49.2844,-143.859,4.01749
2013-03-17 18:02:21,2013-03-17 19:02:03,49.6983,-143.839,4.01883
2013-03-17 19:02:21,2013-03-17 20:02:03,49.6983,-143.839,5.02349
2013-03-17 19:02:21,2013-03-17 20:02:03,50.1115,-143.821,5.02467
2013-03-17 19:02:21,2013-03-17 20:02:03,51.3478,-143.781,5.0273
2013-03-17 17:02:21,2013-03-17 18:02:03,52.9921,-143.76,2.9755
2013-03-17 19:02:21,2013-03-17 20:02:03,53.4028,-143.761,5.02868
2013-03-17 14:02:21,2013-03-17 15:02:03,55.8675,-143.812,23.8607
2013-03-17 19:02:21,2013-03-17 20:02:03,48.7859,-142.995,5.07973
2013-03-17 18:02:21,2013-03-17 19:02:03,49.1962,-142.934,4.07912
2013-03-17 18:02:21,2013-03-17 19:02:03,49.6057,-142.875,4.08306
2013-03-17 18:02:21,2013-03-17 19:02:03,50.0144,-142.817,4.0869
2013-03-17 17:02:21,2013-03-17 18:02:03,50.4226,-142.762,3.04209
2013-03-17 17:02:21,2013-03-17 18:02:03,51.6448,-142.602,3.05271
2013-03-17 16:02:21,2013-03-17 17:02:03,52.8649,-142.455,1.98134
2013-03-17 19:02:21,2013-03-17 20:02:03,52.8649,-142.455,5.11571
2013-03-17 19:02:21,2013-03-17 20:02:03,48.0992,-141.396,5.18632
2013-03-17 18:02:21,2013-03-17 19:02:03,48.8935,-141.125,4.19976
2013-03-17 19:02:21,2013-03-17 20:02:03,49.2892,-140.989,5.21344
2013-03-17 19:02:21,2013-03-17 20:02:03,49.6842,-140.854,5.22243
2013-03-17 19:02:21,2013-03-17 20:02:03,50.0786,-140.72,5.23141
2013-03-17 19:02:21,2013-03-17 20:02:03,50.8657,-140.45,5.24938
2013-03-17 19:02:21,2013-03-17 20:02:03,51.2587,-140.315,5.25837
2013-03-17 17:02:21,2013-03-17 18:02:03,52.0438,-140.045,3.2232
2013-03-17 10:00:39,2013-03-17 11:00:21,78.7216,-80.3699,0.178242
2013-03-17 10:00:39,2013-03-17 11:00:21,79.1793,-80.0708,0.198177
2013-03-17 10:00:39,2013-03-17 11:00:21,79.6312,-79.7518,0.219444
2013-03-17 10:00:39,2013-03-17 11:00:21,80.0782,-79.4095,0.242263
2013-03-17 10:00:39,2013-03-17 11:00:21,80.9595,-78.6396,0.29359
2013-03-17 10:00:39,2013-03-17 11:00:21,81.8268,-77.7236,0.354656
2013-03-17 10:00:39,2013-03-17 11:00:21,79.8996,-71.972,0.738097
2013-03-17 10:00:39,2013-03-17 11:00:21,81.1341,-68.6186,0.961659
2013-03-17 10:00:39,2013-03-17 11:00:21,81.5322,-67.3016,1.04946
2013-03-17 10:00:33,2013-03-17 11:00:15,82.6618,-29.687,3.55541
2013-03-17 10:00:33,2013-03-17 11:00:15,83.0158,-30.239,3.51861
2013-03-17 20:00:33,2013-03-17 21:00:15,77.4534,-23.2826,14.0176
2013-03-17 10:00:33,2013-03-17 11:00:15,82.3932,-23.9661,3.9368
2013-03-17 10:00:33,2013-03-17 11:00:15,82.7552,-24.0392,3.93193
2013-03-17 10:00:33,2013-03-17 11:00:15,83.1159,-24.12,3.92654
2013-03-17 10:00:33,2013-03-17 11:00:15,83.4754,-24.2098,3.92055
2013-03-17 10:00:33,2013-03-17 11:00:15,82.6273,-12.7441,4.68494
2013-03-17 12:00:24,2013-03-17 13:00:06,56.4764,-31.7446,5.41255
2013-03-17 12:00:24,2013-03-17 13:00:06,56.8766,-31.8656,5.40448
2013-03-17 10:00:24,2013-03-17 11:00:06,57.2735,-31.9852,3.39966
2013-03-17 10:00:24,2013-03-17 11:00:06,58.0593,-32.2213,3.38392
2013-03-17 10:00:24,2013-03-17 11:00:06,58.4488,-32.3388,3.37609
2013-03-17 12:00:24,2013-03-17 13:00:06,58.4488,-32.3387,5.37294
2013-03-17 10:00:24,2013-03-17 11:00:06,58.8364,-32.4561,3.36826
2013-03-17 12:00:24,2013-03-17 13:00:06,55.7158,-30.664,5.48459
2013-03-17 11:00:24,2013-03-17 12:00:06,57.3473,-30.9506,4.47941
2013-03-17 12:00:24,2013-03-17 13:00:06,58.1433,-31.0779,5.457
2013-03-17 10:00:24,2013-03-17 11:00:06,58.5379,-31.139,3.45607
2013-03-17 10:00:24,2013-03-17 11:00:06,56.9742,-28.9003,3.60532
2013-03-17 10:00:24,2013-03-17 11:00:06,59.3784,-28.598,3.62547
2013-03-17 10:00:24,2013-03-17 11:00:06,59.7716,-28.5335,3.62978
2013-03-17 05:00:03,2013-03-17 05:59:45,55.5901,-22.9196,23.0074
2013-03-17 05:00:03,2013-03-17 05:59:45,56.2456,-21.8342,23.0797
2013-03-17 05:00:03,2013-03-17 05:59:45,56.566,-21.2849,23.1163
2013-03-17 05:00:03,2013-03-17 05:59:45,58.1051,-18.4515,23.3052
2013-03-17 05:00:03,2013-03-17 05:59:45,54.8091,-13.1391,23.6594
2013-03-17 12:00:24,2013-03-17 13:00:06,55.1252,-29.8311,5.54012
2013-03-17 12:00:24,2013-03-17 13:00:06,56.1532,-30.0068,5.5284
2013-03-17 10:00:24,2013-03-17 11:00:06,56.5692,-29.8221,3.54386
2013-03-17 12:00:24,2013-03-17 13:00:06,56.5692,-29.8221,5.54072
2013-03-17 10:00:24,2013-03-17 11:00:06,56.9804,-29.6416,3.5559
2013-03-17 11:00:24,2013-03-17 12:00:06,57.3875,-29.4643,4.5785
2013-03-17 11:00:24,2013-03-17 12:00:06,57.791,-29.2893,4.59016
2013-03-17 11:00:24,2013-03-17 12:00:06,58.1915,-29.1159,4.60172
2013-03-17 11:00:24,2013-03-17 12:00:06,58.5894,-28.9436,4.61322
2013-03-17 12:00:24,2013-03-17 13:00:06,59.7699,-28.4281,5.63365
2013-03-17 10:00:24,2013-03-17 11:00:06,56.5612,-28.8739,3.60708
2013-03-17 12:00:24,2013-03-17 13:00:06,56.5612,-28.8738,5.60394
2013-03-17 11:00:24,2013-03-17 12:00:06,57.7679,-28.1876,4.66361
2013-03-17 12:00:24,2013-03-17 13:00:06,60.1065,-26.8095,5.74156
2013-03-17 10:00:24,2013-03-17 11:00:06,56.0453,-27.358,3.70814
2013-03-17 10:00:24,2013-03-17 11:00:06,56.4413,-27.0299,3.73001
2013-03-17 11:00:24,2013-03-17 12:00:06,56.4413,-27.0299,4.7408
2013-03-17 10:00:24,2013-03-17 11:00:06,56.8326,-26.7021,3.75186
2013-03-17 11:00:24,2013-03-17 12:00:06,56.8326,-26.7021,4.76265
2013-03-17 12:00:24,2013-03-17 13:00:06,58.7371,-25.0389,5.8596
2013-03-17 10:00:24,2013-03-17 11:00:06,60.5784,-23.286,3.97961
2013-03-17 10:00:24,2013-03-17 11:00:06,60.9406,-22.9203,4.00399
2013-03-17 10:00:24,2013-03-17 11:00:06,61.301,-22.5488,4.02875
2013-03-17 05:00:12,2013-03-17 05:59:54,63.6983,-61.4246,20.4429
2013-03-17 05:00:12,2013-03-17 05:59:54,62.6456,-45.1181,21.53
2013-03-17 05:00:12,2013-03-17 05:59:54,63.712,-43.4611,21.6404
2013-03-18 01:02:00,2013-03-18 02:01:42,72.1336,-43.4983,17.6405
2013-03-18 18:02:00,2013-03-18 19:01:42,77.7666,-80.6434,8.2333
2013-03-18 18:02:00,2013-03-18 19:01:42,78.0581,-80.5339,8.2406
2013-03-18 18:02:00,2013-03-18 19:01:42,78.257,-80.6502,8.23285
2013-03-18 19:02:00,2013-03-18 20:01:42,78.257,-80.6501,9.23895
2013-03-18 23:02:00,2013-03-19 00:01:42,79.1793,-80.0687,13.2182
2013-03-18 20:02:00,2013-03-18 21:01:42,80.5207,-79.0381,10.3335
2013-03-18 16:02:00,2013-03-18 17:01:42,81.3947,-78.2007,6.25913
2013-03-18 21:02:00,2013-03-18 22:01:42,84.772,-72.3188,11.7652
2013-03-18 05:02:00,2013-03-18 06:01:42,77.1397,-79.6466,19.2623
2013-03-18 19:02:00,2013-03-18 20:01:42,78.2593,-78.8723,9.35748
2013-03-18 17:02:00,2013-03-18 18:01:42,78.7211,-78.4195,7.3299
2013-03-18 18:02:00,2013-03-18 19:01:42,78.721,-78.4194,8.38157
2013-03-18 22:02:00,2013-03-18 23:01:42,78.721,-78.4192,12.3421
2013-03-18 18:02:00,2013-03-18 19:01:42,79.1756,-77.9364,8.41377
2013-03-18 22:02:00,2013-03-18 23:01:42,79.1756,-77.9362,12.3743
2013-03-18 18:02:00,2013-03-18 19:01:42,79.6239,-77.4188,8.44827
2013-03-18 17:02:00,2013-03-18 18:01:42,80.0667,-76.8616,7.43376
2013-03-18 19:02:00,2013-03-18 20:01:42,80.0667,-76.8615,9.49153
2013-03-18 21:02:00,2013-03-18 22:01:42,80.938,-75.6036,11.5462
2013-03-18 16:02:00,2013-03-18 17:01:42,81.3672,-74.8891,6.47991
2013-03-18 19:02:00,2013-03-18 20:01:42,81.3672,-74.8889,9.62304
2013-03-18 16:02:00,2013-03-18 17:01:42,81.7923,-74.105,6.53218
2013-03-18 19:02:00,2013-03-18 20:01:42,82.2134,-73.2406,9.73293
2013-03-18 19:02:00,2013-03-18 20:01:42,82.6305,-72.2829,9.79677
2013-03-18 22:02:00,2013-03-18 23:01:42,85.0336,-63.3558,13.3463
2013-03-18 22:02:00,2013-03-18 23:01:42,77.9648,-75.8374,12.5142
2013-03-18 17:02:00,2013-03-18 18:01:42,78.1544,-75.4193,7.52991
2013-03-18 19:02:00,2013-03-18 20:01:42,78.6028,-74.6425,9.63946
2013-03-18 19:02:00,2013-03-18 20:01:42,79.0425,-73.8133,9.69474
2013-03-18 19:02:00,2013-03-18 20:01:42,79.8996,-71.9701,9.81762
2013-03-18 20:02:00,2013-03-18 21:01:42,79.8995,-71.97,10.8047
2013-03-18 18:02:00,2013-03-18 19:01:42,80.3177,-70.9403,8.88018
2013-03-18 22:02:00,2013-03-18 23:01:42,80.3177,-70.9401,12.8407
2013-03-18 20:02:00,2013-03-18 21:01:42,81.134,-68.6164,11.0283
2013-03-18 20:02:00,2013-03-18 21:01:42,81.5321,-67.2993,11.1161
2013-03-18 17:02:00,2013-03-18 18:01:42,81.9231,-65.8605,8.16717
2013-03-18 05:02:00,2013-03-18 06:01:42,76.1705,-24.3256,22.9504
2013-03-18 08:02:00,2013-03-18 09:01:42,76.1705,-24.3255,1.9405
2013-03-18 08:02:00,2013-03-18 09:01:42,76.537,-24.4808,1.93015
2013-03-18 08:02:00,2013-03-18 09:01:42,76.8882,-24.6435,1.9193
2013-03-18 08:02:00,2013-03-18 09:01:42,77.162,-24.8067,1.90842
2013-03-18 19:02:00,2013-03-18 20:01:42,77.9039,-25.3296,12.927
2013-03-18 22:02:00,2013-03-18 23:01:42,77.8323,-25.4903,15.8707
2013-03-18 15:02:00,2013-03-18 16:01:42,78.227,-25.6913,8.70598
2013-03-18 19:02:00,2013-03-18 20:01:42,78.227,-25.6912,12.9029
2013-03-18 21:02:00,2013-03-18 22:01:42,78.227,-25.6911,14.8737
2013-03-18 17:02:00,2013-03-18 18:01:42,78.6156,-25.9059,10.8308
2013-03-18 19:02:00,2013-03-18 20:01:42,78.9992,-26.1355,12.8733
2013-03-18 23:02:00,2013-03-19 00:01:42,79.3785,-26.3814,16.7973
2013-03-18 18:02:00,2013-03-18 19:01:42,80.1262,-26.929,11.8143
2013-03-18 22:02:00,2013-03-18 23:01:42,80.1262,-26.9288,15.7748
2013-03-18 22:02:00,2013-03-18 23:01:42,86.4341,-41.5732,14.7985
2013-03-18 22:02:00,2013-03-18 23:01:42,86.7562,-43.9788,14.6381
2013-03-18 22:02:00,2013-03-18 23:01:42,88.3911,-77.7841,12.3845
2013-03-18 19:02:00,2013-03-18 20:01:42,77.7028,-23.3241,13.0607
2013-03-18 22:02:00,2013-03-18 23:01:42,77.9417,-23.3692,16.0121
2013-03-18 21:02:00,2013-03-18 22:01:42,77.8743,-23.4635,15.0222
2013-03-18 22:02:00,2013-03-18 23:01:42,77.8743,-23.4635,16.0058
2013-03-18 19:02:00,2013-03-18 20:01:42,78.2714,-23.4862,13.0499
2013-03-18 21:02:00,2013-03-18 22:01:42,78.2713,-23.4861,15.0207
2013-03-18 22:02:00,2013-03-18 23:01:42,78.2713,-23.4861,16.0043
2013-03-18 19:02:00,2013-03-18 20:01:42,78.6626,-23.5117,13.0482
2013-03-18 22:02:00,2013-03-18 23:01:42,78.6626,-23.5116,16.0026
2013-03-18 19:02:00,2013-03-18 20:01:42,79.4314,-23.5719,13.0442
2013-03-18 22:02:00,2013-03-18 23:01:42,79.4314,-23.5718,15.9986
2013-03-18 18:02:00,2013-03-18 19:01:42,79.8102,-23.6068,12.0357
2013-03-18 20:02:00,2013-03-18 21:01:42,79.8102,-23.6067,14.029
2013-03-18 18:02:00,2013-03-18 19:01:42,80.9295,-23.7329,12.0273
2013-03-18 23:02:00,2013-03-19 00:01:42,80.9295,-23.7327,16.9739
2013-03-18 18:02:00,2013-03-18 19:01:42,81.298,-23.7831,12.024
2013-03-18 07:02:00,2013-03-18 08:01:42,77.6785,-19.67,1.26469
2013-03-18 19:02:00,2013-03-18 20:01:42,77.6784,-19.6697,13.3043
2013-03-18 19:02:00,2013-03-18 20:01:42,77.8465,-19.4054,13.3219
2013-03-18 19:02:00,2013-03-18 20:01:42,78.2395,-19.0709,13.3442
